Date,Open,High,Low,Close*,Adj Close**,Volume
18-Oct-22,"3,746.26","3,762.79","3,686.53","3,719.98","3,719.98","4,483,740,000"
19-Oct-22,"3,703.11","3,728.58","3,666.51","3,695.16","3,695.16","4,223,800,000"
20-Oct-22,"3,689.05","3,736.00","3,656.44","3,665.78","3,665.78","4,496,620,000"
21-Oct-22,"3,657.10","3,757.89","3,647.42","3,752.75","3,752.75","5,078,020,000"
24-Oct-22,"3,762.01","3,810.74","3,741.65","3,797.34","3,797.34","4,747,930,000"
25-Oct-22,"3,799.44","3,862.85","3,799.44","3,859.11","3,859.11","4,843,120,000"
26-Oct-22,"3,825.97","3,886.15","3,824.07","3,830.60","3,830.60","4,817,310,000"
27-Oct-22,"3,834.69","3,859.95","3,803.79","3,807.30","3,807.30","4,687,320,000"
28-Oct-22,"3,808.26","3,905.42","3,808.26","3,901.06","3,901.06","4,459,410,000"
31-Oct-22,"3,881.85","3,893.73","3,863.18","3,871.98","3,871.98","4,820,620,000"
1-Nov-22,"3,901.79","3,911.79","3,843.80","3,856.10","3,856.10","4,481,210,000"
2-Nov-22,"3,852.90","3,894.44","3,758.68","3,759.69","3,759.69","4,899,000,000"
3-Nov-22,"3,733.25","3,750.59","3,698.15","3,719.89","3,719.89","4,625,290,000"
4-Nov-22,"3,766.98","3,796.34","3,708.84","3,770.55","3,770.55","5,400,180,000"
7-Nov-22,"3,780.71","3,813.95","3,764.70","3,806.80","3,806.80","4,341,620,000"
8-Nov-22,"3,817.02","3,859.40","3,786.28","3,828.11","3,828.11","4,607,640,000"
9-Nov-22,"3,810.94","3,818.20","3,744.22","3,748.57","3,748.57","4,645,010,000"
10-Nov-22,"3,859.89","3,958.33","3,859.89","3,956.37","3,956.37","5,781,260,000"
11-Nov-22,"3,963.72","4,001.48","3,944.82","3,992.93","3,992.93","5,593,310,000"
14-Nov-22,"3,977.97","4,008.97","3,956.40","3,957.25","3,957.25","4,561,930,000"
15-Nov-22,"4,006.41","4,028.84","3,953.17","3,991.73","3,991.73","5,015,310,000"
16-Nov-22,"3,976.82","3,983.09","3,954.34","3,958.79","3,958.79","4,165,320,000"
17-Nov-22,"3,919.26","3,954.33","3,906.54","3,946.56","3,946.56","4,051,780,000"
18-Nov-22,"3,966.39","3,979.89","3,935.98","3,965.34","3,965.34","4,037,360,000"
21-Nov-22,"3,956.23","3,962.00","3,933.34","3,949.94","3,949.94","3,850,690,000"
22-Nov-22,"3,965.51","4,005.88","3,956.88","4,003.58","4,003.58","3,887,990,000"
23-Nov-22,"4,000.30","4,033.78","3,998.66","4,027.26","4,027.26","3,279,720,000"
25-Nov-22,"4,023.34","4,034.02","4,020.76","4,026.12","4,026.12","1,706,460,000"
28-Nov-22,"4,005.36","4,012.27","3,955.77","3,963.94","3,963.94","3,615,430,000"
29-Nov-22,"3,964.19","3,976.77","3,937.65","3,957.63","3,957.63","3,546,040,000"
30-Nov-22,"3,957.18","4,080.11","3,938.58","4,080.11","4,080.11","6,579,360,000"
1-Dec-22,"4,087.14","4,100.51","4,050.87","4,076.57","4,076.57","4,527,130,000"
2-Dec-22,"4,040.17","4,080.48","4,026.63","4,071.70","4,071.70","4,012,620,000"
5-Dec-22,"4,052.02","4,052.45","3,984.49","3,998.84","3,998.84","4,280,820,000"
6-Dec-22,"3,996.63","4,001.51","3,918.39","3,941.26","3,941.26","4,368,380,000"
7-Dec-22,"3,933.28","3,957.57","3,922.68","3,933.92","3,933.92","4,118,050,000"
8-Dec-22,"3,947.79","3,974.19","3,935.83","3,963.51","3,963.51","4,006,900,000"
9-Dec-22,"3,954.17","3,977.02","3,933.04","3,934.38","3,934.38","3,888,260,000"
12-Dec-22,"3,939.29","3,990.71","3,935.30","3,990.56","3,990.56","3,904,130,000"
13-Dec-22,"4,069.38","4,100.96","3,993.03","4,019.65","4,019.65","5,079,360,000"
14-Dec-22,"4,015.54","4,053.76","3,965.65","3,995.32","3,995.32","4,472,340,000"
15-Dec-22,"3,958.37","3,958.37","3,879.45","3,895.75","3,895.75","4,493,900,000"
16-Dec-22,"3,890.91","3,890.91","3,827.91","3,852.36","3,852.36","7,493,660,000"
19-Dec-22,"3,853.79","3,854.86","3,800.04","3,817.66","3,817.66","3,969,610,000"
20-Dec-22,"3,810.47","3,838.24","3,795.62","3,821.62","3,821.62","3,985,370,000"
21-Dec-22,"3,839.49","3,889.82","3,839.49","3,878.44","3,878.44","3,775,200,000"
22-Dec-22,"3,853.26","3,853.26","3,764.49","3,822.39","3,822.39","3,956,950,000"
23-Dec-22,"3,815.11","3,845.80","3,797.01","3,844.82","3,844.82","2,819,280,000"
27-Dec-22,"3,843.34","3,846.65","3,813.22","3,829.25","3,829.25","3,030,300,000"
28-Dec-22,"3,829.56","3,848.32","3,780.78","3,783.22","3,783.22","3,083,520,000"
29-Dec-22,"3,805.45","3,858.19","3,805.45","3,849.28","3,849.28","3,003,680,000"
30-Dec-22,"3,829.06","3,839.85","3,800.34","3,839.50","3,839.50","2,979,870,000"
3-Jan-23,"3,853.29","3,878.46","3,794.33","3,824.14","3,824.14","3,959,140,000"
4-Jan-23,"3,840.36","3,873.16","3,815.77","3,852.97","3,852.97","4,414,080,000"
5-Jan-23,"3,839.74","3,839.74","3,802.42","3,808.10","3,808.10","3,893,450,000"
6-Jan-23,"3,823.37","3,906.19","3,809.56","3,895.08","3,895.08","3,923,560,000"
9-Jan-23,"3,910.82","3,950.57","3,890.42","3,892.09","3,892.09","4,311,770,000"
10-Jan-23,"3,888.57","3,919.83","3,877.29","3,919.25","3,919.25","3,851,030,000"
11-Jan-23,"3,932.35","3,970.07","3,928.54","3,969.61","3,969.61","4,303,360,000"
12-Jan-23,"3,977.57","3,997.76","3,937.56","3,983.17","3,983.17","4,440,260,000"
13-Jan-23,"3,960.60","4,003.95","3,947.67","3,999.09","3,999.09","3,939,700,000"
17-Jan-23,"3,999.28","4,015.39","3,984.57","3,990.97","3,990.97","4,235,560,000"
18-Jan-23,"4,002.25","4,014.16","3,926.59","3,928.86","3,928.86","4,298,710,000"
19-Jan-23,"3,911.84","3,922.94","3,885.54","3,898.85","3,898.85","3,991,500,000"
20-Jan-23,"3,909.04","3,972.96","3,897.86","3,972.61","3,972.61","4,013,360,000"
23-Jan-23,"3,978.14","4,039.31","3,971.64","4,019.81","4,019.81","3,945,210,000"
24-Jan-23,"4,001.74","4,023.92","3,989.79","4,016.95","4,016.95","3,320,430,000"
25-Jan-23,"3,982.71","4,019.55","3,949.06","4,016.22","4,016.22","3,724,020,000"
26-Jan-23,"4,036.08","4,061.57","4,013.29","4,060.43","4,060.43","3,809,590,000"
27-Jan-23,"4,053.72","4,094.21","4,048.70","4,070.56","4,070.56","3,907,760,000"
30-Jan-23,"4,049.27","4,063.85","4,015.55","4,017.77","4,017.77","3,802,000,000"
31-Jan-23,"4,020.85","4,077.16","4,020.44","4,076.60","4,076.60","4,679,320,000"
1-Feb-23,"4,070.07","4,148.95","4,037.20","4,119.21","4,119.21","4,856,930,000"
2-Feb-23,"4,158.68","4,195.44","4,141.88","4,179.76","4,179.76","5,624,360,000"
3-Feb-23,"4,136.69","4,182.36","4,123.36","4,136.48","4,136.48","4,694,510,000"
6-Feb-23,"4,119.57","4,124.63","4,093.38","4,111.08","4,111.08","4,114,240,000"
7-Feb-23,"4,105.35","4,176.54","4,088.39","4,164.00","4,164.00","4,355,860,000"
8-Feb-23,"4,153.47","4,156.85","4,111.67","4,117.86","4,117.86","4,029,820,000"
9-Feb-23,"4,144.25","4,156.23","4,069.67","4,081.50","4,081.50","4,270,200,000"
10-Feb-23,"4,068.92","4,094.36","4,060.79","4,090.46","4,090.46","3,891,520,000"
13-Feb-23,"4,096.62","4,138.90","4,092.67","4,137.29","4,137.29","3,448,620,000"
14-Feb-23,"4,126.70","4,159.77","4,095.01","4,136.13","4,136.13","3,929,200,000"
15-Feb-23,"4,119.50","4,148.11","4,103.98","4,147.60","4,147.60","4,075,980,000"
16-Feb-23,"4,114.75","4,136.54","4,089.49","4,090.41","4,090.41","4,143,660,000"
17-Feb-23,"4,077.39","4,081.51","4,047.95","4,079.09","4,079.09","4,045,480,000"
21-Feb-23,"4,052.35","4,052.35","3,995.19","3,997.34","3,997.34","4,121,590,000"
22-Feb-23,"4,001.83","4,017.37","3,976.90","3,991.05","3,991.05","4,079,320,000"
23-Feb-23,"4,018.60","4,028.30","3,969.19","4,012.32","4,012.32","3,952,940,000"
24-Feb-23,"3,973.24","3,978.25","3,943.08","3,970.04","3,970.04","3,877,700,000"
27-Feb-23,"3,992.36","4,018.05","3,973.55","3,982.24","3,982.24","3,836,950,000"
28-Feb-23,"3,977.19","3,997.50","3,968.98","3,970.15","3,970.15","5,043,400,000"
1-Mar-23,"3,963.34","3,971.73","3,939.05","3,951.39","3,951.39","4,249,480,000"
2-Mar-23,"3,938.68","3,990.84","3,928.16","3,981.35","3,981.35","4,244,900,000"
3-Mar-23,"3,998.02","4,048.29","3,995.17","4,045.64","4,045.64","4,084,730,000"
6-Mar-23,"4,055.15","4,078.49","4,044.61","4,048.42","4,048.42","4,000,870,000"
7-Mar-23,"4,048.26","4,050.00","3,980.31","3,986.37","3,986.37","3,922,500,000"
8-Mar-23,"3,987.55","4,000.41","3,969.76","3,992.01","3,992.01","3,535,570,000"
9-Mar-23,"3,998.66","4,017.81","3,908.70","3,918.32","3,918.32","4,445,260,000"
10-Mar-23,"3,912.77","3,934.05","3,846.32","3,861.59","3,861.59","5,518,190,000"
13-Mar-23,"3,835.12","3,905.05","3,808.86","3,855.76","3,855.76","6,558,020,000"
14-Mar-23,"3,894.01","3,937.29","3,873.63","3,919.29","3,919.29","5,665,870,000"
15-Mar-23,"3,876.74","3,894.26","3,838.24","3,891.93","3,891.93","6,594,010,000"
16-Mar-23,"3,878.93","3,964.46","3,864.11","3,960.28","3,960.28","5,695,790,000"
17-Mar-23,"3,958.69","3,958.91","3,901.27","3,916.64","3,916.64","9,354,280,000"
20-Mar-23,"3,917.47","3,956.62","3,916.89","3,951.57","3,951.57","5,347,140,000"
21-Mar-23,"3,975.89","4,009.08","3,971.19","4,002.87","4,002.87","4,920,240,000"
22-Mar-23,"4,002.04","4,039.49","3,936.17","3,936.97","3,936.97","4,533,010,000"
23-Mar-23,"3,959.21","4,007.66","3,919.05","3,948.72","3,948.72","4,991,600,000"
24-Mar-23,"3,939.21","3,972.74","3,909.16","3,970.99","3,970.99","4,583,970,000"
27-Mar-23,"3,982.93","4,003.83","3,970.49","3,977.53","3,977.53","4,233,540,000"
28-Mar-23,"3,974.13","3,979.20","3,951.53","3,971.27","3,971.27","4,014,600,000"
29-Mar-23,"3,999.53","4,030.59","3,999.53","4,027.81","4,027.81","4,145,250,000"
30-Mar-23,"4,046.74","4,057.85","4,032.10","4,050.83","4,050.83","3,930,860,000"
31-Mar-23,"4,056.18","4,110.75","4,056.18","4,109.31","4,109.31","4,525,120,000"
3-Apr-23,"4,102.20","4,127.66","4,098.79","4,124.51","4,124.51","4,234,700,000"
4-Apr-23,"4,128.03","4,133.13","4,086.87","4,100.60","4,100.60","4,227,800,000"
5-Apr-23,"4,094.50","4,099.69","4,072.56","4,090.38","4,090.38","3,968,020,000"
6-Apr-23,"4,081.15","4,107.32","4,069.84","4,105.02","4,105.02","3,486,690,000"
10-Apr-23,"4,085.20","4,109.50","4,072.55","4,109.11","4,109.11","3,423,650,000"
11-Apr-23,"4,110.29","4,124.26","4,102.61","4,108.94","4,108.94","3,665,830,000"
12-Apr-23,"4,121.72","4,134.37","4,086.94","4,091.95","4,091.95","3,633,120,000"
13-Apr-23,"4,100.04","4,150.26","4,099.40","4,146.22","4,146.22","3,596,590,000"
14-Apr-23,"4,140.11","4,163.19","4,113.20","4,137.64","4,137.64","3,575,690,000"
17-Apr-23,"4,137.17","4,151.72","4,123.18","4,151.32","4,151.32","3,611,180,000"
18-Apr-23,"4,164.26","4,169.48","4,140.36","4,154.87","4,154.87","3,536,640,000"
19-Apr-23,"4,139.33","4,162.57","4,134.49","4,154.52","4,154.52","3,572,560,000"
20-Apr-23,"4,130.48","4,148.57","4,114.57","4,129.79","4,129.79","3,772,080,000"
21-Apr-23,"4,132.14","4,138.02","4,113.86","4,133.52","4,133.52","3,611,750,000"
24-Apr-23,"4,132.07","4,142.41","4,117.77","4,137.04","4,137.04","3,290,940,000"
25-Apr-23,"4,126.43","4,126.43","4,071.38","4,071.63","4,071.63","3,978,640,000"
26-Apr-23,"4,087.78","4,089.67","4,049.35","4,055.99","4,055.99","3,837,030,000"
27-Apr-23,"4,075.29","4,138.24","4,075.29","4,135.35","4,135.35","3,750,550,000"
28-Apr-23,"4,129.63","4,170.06","4,127.18","4,169.48","4,169.48","4,087,800,000"
1-May-23,"4,166.79","4,186.92","4,164.12","4,167.87","4,167.87","3,321,370,000"
2-May-23,"4,164.10","4,164.10","4,089.72","4,119.58","4,119.58","4,486,130,000"
3-May-23,"4,122.25","4,148.30","4,088.86","4,090.75","4,090.75","4,246,510,000"
4-May-23,"4,082.55","4,082.61","4,048.28","4,061.22","4,061.22","4,920,090,000"
5-May-23,"4,084.73","4,147.02","4,084.73","4,136.25","4,136.25","4,186,270,000"
8-May-23,"4,136.98","4,142.30","4,123.81","4,138.12","4,138.12","3,641,640,000"
9-May-23,"4,124.25","4,130.35","4,116.65","4,119.17","4,119.17","3,810,140,000"
10-May-23,"4,143.74","4,154.28","4,098.92","4,137.64","4,137.64","4,057,160,000"
11-May-23,"4,132.24","4,132.80","4,109.29","4,130.62","4,130.62","3,752,900,000"
12-May-23,"4,138.54","4,143.74","4,099.12","4,124.08","4,124.08","3,533,740,000"
15-May-23,"4,126.65","4,141.25","4,110.27","4,136.28","4,136.28","3,562,170,000"
16-May-23,"4,127.95","4,135.54","4,109.86","4,109.90","4,109.90","3,654,200,000"
17-May-23,"4,122.85","4,164.67","4,113.62","4,158.77","4,158.77","4,039,080,000"
18-May-23,"4,157.68","4,202.20","4,153.50","4,198.05","4,198.05","3,980,500,000"
19-May-23,"4,204.15","4,212.91","4,180.20","4,191.98","4,191.98","4,041,900,000"
22-May-23,"4,190.78","4,209.22","4,179.68","4,192.63","4,192.63","3,728,520,000"
23-May-23,"4,176.80","4,185.68","4,142.54","4,145.58","4,145.58","4,155,320,000"
24-May-23,"4,132.96","4,132.96","4,103.98","4,115.24","4,115.24","3,739,160,000"
25-May-23,"4,155.71","4,165.74","4,129.73","4,151.28","4,151.28","4,147,760,000"
26-May-23,"4,156.16","4,212.87","4,156.16","4,205.45","4,205.45","3,715,460,000"
30-May-23,"4,226.71","4,231.10","4,192.18","4,205.52","4,205.52","4,228,510,000"
31-May-23,"4,190.74","4,195.44","4,166.15","4,179.83","4,179.83","5,980,670,000"
1-Jun-23,"4,183.03","4,232.43","4,171.64","4,221.02","4,221.02","4,391,860,000"
2-Jun-23,"4,241.01","4,290.67","4,241.01","4,282.37","4,282.37","4,454,200,000"
5-Jun-23,"4,282.99","4,299.28","4,266.82","4,273.79","4,273.79","3,813,290,000"
6-Jun-23,"4,271.34","4,288.33","4,263.09","4,283.85","4,283.85","3,996,560,000"
7-Jun-23,"4,285.47","4,299.19","4,263.96","4,267.52","4,267.52","4,537,800,000"
8-Jun-23,"4,268.69","4,298.01","4,261.07","4,293.93","4,293.93","3,826,740,000"
9-Jun-23,"4,304.88","4,322.62","4,291.70","4,298.86","4,298.86","3,786,510,000"
12-Jun-23,"4,308.32","4,340.13","4,304.37","4,338.93","4,338.93","3,945,670,000"
13-Jun-23,"4,352.61","4,375.37","4,349.31","4,369.01","4,369.01","4,275,400,000"
14-Jun-23,"4,366.29","4,391.82","4,337.85","4,372.59","4,372.59","4,252,110,000"
15-Jun-23,"4,365.33","4,439.20","4,362.60","4,425.84","4,425.84","4,176,690,000"
16-Jun-23,"4,440.95","4,448.47","4,407.44","4,409.59","4,409.59","6,848,600,000"
20-Jun-23,"4,396.11","4,400.15","4,367.19","4,388.71","4,388.71","4,055,790,000"
21-Jun-23,"4,380.01","4,386.22","4,360.14","4,365.69","4,365.69","3,709,330,000"
22-Jun-23,"4,355.40","4,382.25","4,351.82","4,381.89","4,381.89","3,511,000,000"
23-Jun-23,"4,354.17","4,366.55","4,341.34","4,348.33","4,348.33","6,053,620,000"
26-Jun-23,"4,344.84","4,362.06","4,328.08","4,328.82","4,328.82","3,415,030,000"
27-Jun-23,"4,337.36","4,384.42","4,335.00","4,378.41","4,378.41","3,573,500,000"
28-Jun-23,"4,367.48","4,390.35","4,360.22","4,376.86","4,376.86","3,739,330,000"
29-Jun-23,"4,374.94","4,398.39","4,371.97","4,396.44","4,396.44","3,696,660,000"
30-Jun-23,"4,422.44","4,458.48","4,422.44","4,450.38","4,450.38","3,923,450,000"
3-Jul-23,"4,450.48","4,456.46","4,442.29","4,455.59","4,455.59","2,034,280,000"
5-Jul-23,"4,442.04","4,454.06","4,436.61","4,446.82","4,446.82","3,482,620,000"
6-Jul-23,"4,422.62","4,422.62","4,385.05","4,411.59","4,411.59","3,682,020,000"
7-Jul-23,"4,404.54","4,440.39","4,397.40","4,398.95","4,398.95","3,630,480,000"
10-Jul-23,"4,394.23","4,412.60","4,389.92","4,409.53","4,409.53","3,429,600,000"
11-Jul-23,"4,415.55","4,443.64","4,408.46","4,439.26","4,439.26","3,624,220,000"
12-Jul-23,"4,467.69","4,488.34","4,463.23","4,472.16","4,472.16","3,920,290,000"
13-Jul-23,"4,491.50","4,517.38","4,489.36","4,510.04","4,510.04","3,839,530,000"
14-Jul-23,"4,514.61","4,527.76","4,499.56","4,505.42","4,505.42","3,647,450,000"
17-Jul-23,"4,508.86","4,532.85","4,504.90","4,522.79","4,522.79","3,538,240,000"
18-Jul-23,"4,521.78","4,562.30","4,514.59","4,554.98","4,554.98","4,090,010,000"
19-Jul-23,"4,563.87","4,578.43","4,557.48","4,565.72","4,565.72","4,115,670,000"
20-Jul-23,"4,554.38","4,564.74","4,527.56","4,534.87","4,534.87","3,761,770,000"
21-Jul-23,"4,550.16","4,555.00","4,535.79","4,536.34","4,536.34","3,570,190,000"
24-Jul-23,"4,543.39","4,563.41","4,541.29","4,554.64","4,554.64","3,856,250,000"
25-Jul-23,"4,555.19","4,580.62","4,552.42","4,567.46","4,567.46","3,812,470,000"
26-Jul-23,"4,558.96","4,582.47","4,547.58","4,566.75","4,566.75","3,990,290,000"
27-Jul-23,"4,598.26","4,607.07","4,528.56","4,537.41","4,537.41","4,553,210,000"
28-Jul-23,"4,565.75","4,590.16","4,564.01","4,582.23","4,582.23","3,981,010,000"
31-Jul-23,"4,584.82","4,594.22","4,573.14","4,588.96","4,588.96","4,503,600,000"
1-Aug-23,"4,578.83","4,584.62","4,567.53","4,576.73","4,576.73","4,042,370,000"
2-Aug-23,"4,550.93","4,550.93","4,505.75","4,513.39","4,513.39","4,270,710,000"
3-Aug-23,"4,494.27","4,519.49","4,485.54","4,501.89","4,501.89","4,149,120,000"
4-Aug-23,"4,513.96","4,540.34","4,474.55","4,478.03","4,478.03","4,143,310,000"
7-Aug-23,"4,491.58","4,519.84","4,491.15","4,518.44","4,518.44","3,493,920,000"
8-Aug-23,"4,498.03","4,503.31","4,464.39","4,499.38","4,499.38","3,884,910,000"
9-Aug-23,"4,501.57","4,502.44","4,461.33","4,467.71","4,467.71","3,803,100,000"
10-Aug-23,"4,487.16","4,527.37","4,457.92","4,468.83","4,468.83","4,504,370,000"
11-Aug-23,"4,450.69","4,476.23","4,443.98","4,464.05","4,464.05","3,753,290,000"
14-Aug-23,"4,458.13","4,490.33","4,453.44","4,489.72","4,489.72","3,896,410,000"
15-Aug-23,"4,478.87","4,478.87","4,432.19","4,437.86","4,437.86","3,832,250,000"
16-Aug-23,"4,433.79","4,449.95","4,403.55","4,404.33","4,404.33","3,753,910,000"
17-Aug-23,"4,416.32","4,421.17","4,364.83","4,370.36","4,370.36","3,943,700,000"
18-Aug-23,"4,344.88","4,381.82","4,335.31","4,369.71","4,369.71","3,940,400,000"
21-Aug-23,"4,380.28","4,407.55","4,360.30","4,399.77","4,399.77","3,726,850,000"
22-Aug-23,"4,415.33","4,418.59","4,382.77","4,387.55","4,387.55","3,522,760,000"
23-Aug-23,"4,396.44","4,443.18","4,396.44","4,436.01","4,436.01","3,837,270,000"
24-Aug-23,"4,455.16","4,458.30","4,375.55","4,376.31","4,376.31","3,723,470,000"
25-Aug-23,"4,389.38","4,418.46","4,356.29","4,405.71","4,405.71","3,296,180,000"
28-Aug-23,"4,426.03","4,439.56","4,414.98","4,433.31","4,433.31","2,957,230,000"
29-Aug-23,"4,432.75","4,500.14","4,431.68","4,497.63","4,497.63","3,354,820,000"
30-Aug-23,"4,500.34","4,521.65","4,493.59","4,514.87","4,514.87","3,064,110,000"
31-Aug-23,"4,517.01","4,532.26","4,507.39","4,507.66","4,507.66","3,946,360,000"
1-Sep-23,"4,530.60","4,541.25","4,501.35","4,515.77","4,515.77","3,246,260,000"
5-Sep-23,"4,510.06","4,514.29","4,496.01","4,496.83","4,496.83","3,526,250,000"
6-Sep-23,"4,490.35","4,490.35","4,442.38","4,465.48","4,465.48","3,418,850,000"
7-Sep-23,"4,434.55","4,457.81","4,430.46","4,451.14","4,451.14","3,763,760,000"
8-Sep-23,"4,451.30","4,473.53","4,448.38","4,457.49","4,457.49","3,259,290,000"
11-Sep-23,"4,480.98","4,490.77","4,467.89","4,487.46","4,487.46","3,369,920,000"
12-Sep-23,"4,473.27","4,487.11","4,456.83","4,461.90","4,461.90","3,435,740,000"
13-Sep-23,"4,462.65","4,479.39","4,453.52","4,467.44","4,467.44","3,529,430,000"
14-Sep-23,"4,487.78","4,511.99","4,478.69","4,505.10","4,505.10","3,648,720,000"
15-Sep-23,"4,497.98","4,497.98","4,447.21","4,450.32","4,450.32","6,932,230,000"
18-Sep-23,"4,445.13","4,466.36","4,442.11","4,453.53","4,453.53","3,161,230,000"
19-Sep-23,"4,445.41","4,449.85","4,416.61","4,443.95","4,443.95","3,614,880,000"
20-Sep-23,"4,452.81","4,461.03","4,401.38","4,402.20","4,402.20","3,308,450,000"
21-Sep-23,"4,374.36","4,375.70","4,329.17","4,330.00","4,330.00","3,662,340,000"
22-Sep-23,"4,341.74","4,357.40","4,316.49","4,320.06","4,320.06","3,349,570,000"
25-Sep-23,"4,310.62","4,338.51","4,302.70","4,337.44","4,337.44","3,195,650,000"
26-Sep-23,"4,312.88","4,313.01","4,265.98","4,273.53","4,273.53","3,472,340,000"
27-Sep-23,"4,282.63","4,292.07","4,238.63","4,274.51","4,274.51","3,875,880,000"
28-Sep-23,"4,269.65","4,317.27","4,264.38","4,299.70","4,299.70","3,846,230,000"
29-Sep-23,"4,328.18","4,333.15","4,274.86","4,288.05","4,288.05","3,865,960,000"
2-Oct-23,"4,284.52","4,300.58","4,260.21","4,288.39","4,288.39","3,938,660,000"
3-Oct-23,"4,269.75","4,281.15","4,216.45","4,229.45","4,229.45","3,953,830,000"
4-Oct-23,"4,233.83","4,268.50","4,220.48","4,263.75","4,263.75","3,777,600,000"
5-Oct-23,"4,259.31","4,267.13","4,225.91","4,258.19","4,258.19","3,581,470,000"
6-Oct-23,"4,234.79","4,324.10","4,219.55","4,308.50","4,308.50","3,902,030,000"
9-Oct-23,"4,289.02","4,341.73","4,283.79","4,335.66","4,335.66","3,174,630,000"
10-Oct-23,"4,339.75","4,385.46","4,339.64","4,358.24","4,358.24","3,520,240,000"
11-Oct-23,"4,366.59","4,378.64","4,345.34","4,376.95","4,376.95","3,601,660,000"
12-Oct-23,"4,380.94","4,385.85","4,325.43","4,349.61","4,349.61","3,713,140,000"
13-Oct-23,"4,360.49","4,377.10","4,311.97","4,327.78","4,327.78","3,566,560,000"
16-Oct-23,"4,342.37","4,383.33","4,342.37","4,373.63","4,373.63","3,409,960,000"
17-Oct-23,"4,345.23","4,393.57","4,337.54","4,373.20","4,373.20","3,794,850,000"
18-Oct-23,"4,357.35","4,364.20","4,303.84","4,314.60","4,314.60","3,686,030,000"
19-Oct-23,"4,321.36","4,339.54","4,269.69","4,278.00","4,278.00","3,969,730,000"
20-Oct-23,"4,273.85","4,276.56","4,223.03","4,224.16","4,224.16","4,004,030,000"
23-Oct-23,"4,210.40","4,255.84","4,189.22","4,217.04","4,217.04","3,776,100,000"
24-Oct-23,"4,235.79","4,259.38","4,219.43","4,247.68","4,247.68","3,821,820,000"
25-Oct-23,"4,232.42","4,232.42","4,181.42","4,186.77","4,186.77","3,869,370,000"
26-Oct-23,"4,175.99","4,183.60","4,127.90","4,137.23","4,137.23","4,277,640,000"
27-Oct-23,"4,152.93","4,156.70","4,103.78","4,117.37","4,117.37","4,019,500,000"
30-Oct-23,"4,139.39","4,177.47","4,132.94","4,166.82","4,166.82","3,911,140,000"
31-Oct-23,"4,171.33","4,195.55","4,153.12","4,193.80","4,193.80","4,249,470,000"
1-Nov-23,"4,201.27","4,245.64","4,197.74","4,237.86","4,237.86","4,224,900,000"
2-Nov-23,"4,268.26","4,319.72","4,268.26","4,317.78","4,317.78","4,669,780,000"
3-Nov-23,"4,334.23","4,373.62","4,334.23","4,358.34","4,358.34","4,570,960,000"
6-Nov-23,"4,364.27","4,372.21","4,347.53","4,365.98","4,365.98","3,656,340,000"
7-Nov-23,"4,366.21","4,386.26","4,355.41","4,378.38","4,378.38","3,791,230,000"
8-Nov-23,"4,384.37","4,391.20","4,359.76","4,382.78","4,382.78","3,729,510,000"
9-Nov-23,"4,391.41","4,393.40","4,343.94","4,347.35","4,347.35","3,900,780,000"
10-Nov-23,"4,364.15","4,418.03","4,353.34","4,415.24","4,415.24","3,665,080,000"
13-Nov-23,"4,406.66","4,421.76","4,393.82","4,411.55","4,411.55","3,326,240,000"
14-Nov-23,"4,458.97","4,508.67","4,458.97","4,495.70","4,495.70","4,700,350,000"
15-Nov-23,"4,505.30","4,521.17","4,495.31","4,502.88","4,502.88","4,347,170,000"
16-Nov-23,"4,497.08","4,511.99","4,487.83","4,508.24","4,508.24","3,964,520,000"
17-Nov-23,"4,509.55","4,520.12","4,499.66","4,514.02","4,514.02","3,777,240,000"
20-Nov-23,"4,511.70","4,557.11","4,510.36","4,547.38","4,547.38","3,644,790,000"
21-Nov-23,"4,538.77","4,542.14","4,525.51","4,538.19","4,538.19","3,511,080,000"
22-Nov-23,"4,553.04","4,568.43","4,545.05","4,556.62","4,556.62","3,042,810,000"
24-Nov-23,"4,555.84","4,560.31","4,552.80","4,559.34","4,559.34","1,639,500,000"
27-Nov-23,"4,554.86","4,560.52","4,546.32","4,550.43","4,550.43","3,403,990,000"
28-Nov-23,"4,545.55","4,568.14","4,540.51","4,554.89","4,554.89","3,586,240,000"
29-Nov-23,"4,571.84","4,587.64","4,547.15","4,550.58","4,550.58","4,418,760,000"
30-Nov-23,"4,554.87","4,569.89","4,537.24","4,567.80","4,567.80","5,399,300,000"
1-Dec-23,"4,559.43","4,599.39","4,554.71","4,594.63","4,594.63","4,397,120,000"
4-Dec-23,"4,564.37","4,572.37","4,546.72","4,569.78","4,569.78","4,369,910,000"
5-Dec-23,"4,557.25","4,578.56","4,551.68","4,567.18","4,567.18","3,909,950,000"
6-Dec-23,"4,586.23","4,590.74","4,546.50","4,549.34","4,549.34","4,245,680,000"
7-Dec-23,"4,568.84","4,590.92","4,565.22","4,585.59","4,585.59","3,818,880,000"
8-Dec-23,"4,576.20","4,609.23","4,574.06","4,604.37","4,604.37","3,707,010,000"
11-Dec-23,"4,593.39","4,623.71","4,593.39","4,622.44","4,622.44","3,823,210,000"
12-Dec-23,"4,618.30","4,643.93","4,608.09","4,643.70","4,643.70","3,808,380,000"
13-Dec-23,"4,646.20","4,709.69","4,643.23","4,707.09","4,707.09","5,063,650,000"
14-Dec-23,"4,721.04","4,738.57","4,694.34","4,719.55","4,719.55","6,314,040,000"
